Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Late_delivery_risk,Category Id,Customer Id,Customer Zipcode,Department Id,Latitude,Longitude,Order Customer Id,Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Status,Product Card Id,Product Category Id,Product Price
80,3,4,119.7600021,285.1400146,0,73,19450,725,2,18.24103928,-66.0370636,19450,75897,1360,42.61000061,0.129999995,179212,327.75,0.419999987,1,327.75,285.1400146,119.7600021,80,1360,73,327.75
68,2,4,31.47999954,278.5899963,0,73,19449,94539,2,37.49027634,-121.9271088,19449,75896,1360,49.15999985,0.150000006,179211,327.75,0.109999999,1,327.75,278.5899963,31.47999954,67,1360,73,327.75
84,6,4,86.16999817,275.3099976,1,73,19448,725,2,18.26469612,-66.03705597,19448,75895,1360,52.43999863,0.159999996,179210,327.75,0.310000002,1,327.75,275.3099976,86.16999817,80,1360,73,327.75
84,5,2,130.5800018,272.0299988,1,73,19447,14609,2,43.18824005,-77.56706238,19447,75894,1360,55.72000122,0.170000002,179209,327.75,0.479999989,1,327.75,272.0299988,130.5800018,80,1360,73,327.75
84,4,4,0,268.7600098,0,73,19446,75211,2,32.753685,-96.86553955,19446,75893,1360,59,0.180000007,179208,327.75,0,1,327.75,268.7600098,0,80,1360,73,327.75
80,5,2,-30.75,115.1800003,1,17,9083,957,4,18.38011932,-66.18312836,9083,28744,365,4.800000191,0.039999999,71956,59.99000168,-0.270000011,2,119.9800034,115.1800003,-30.75,80,365,17,59.99000168
80,2,2,-122.7300034,79.18000031,0,29,4741,725,5,18.23557282,-66.3706131,4741,45461,627,0.800000012,0.01,113598,39.99000168,-1.549999952,2,79.98000336,79.18000031,-122.7300034,80,627,29,39.99000168
80,6,2,33.59999847,96,1,24,639,725,5,18.02536774,-66.61303711,639,31115,502,4,0.039999999,77757,50,0.349999994,2,100,96,33.59999847,80,502,24,50
80,2,2,24.69000053,75.98000336,0,29,9702,725,5,18.27383804,-66.37063599,9702,45766,627,4,0.050000001,114401,39.99000168,0.330000013,2,79.98000336,75.98000336,24.69000053,80,627,29,39.99000168
80,3,2,9.100000381,91,1,24,9114,725,5,18.2848053,-66.37059021,9114,47752,502,9,0.090000004,119405,50,0.100000001,2,100,91,9.100000381,80,502,24,50
80,5,2,-21.75,87,1,24,1362,725,5,18.29496765,-66.37050629,1362,50054,502,13,0.129999995,125135,50,-0.25,2,100,87,-21.75,80,502,24,50
80,6,2,6.150000095,82,1,24,8011,725,5,18.25571251,-66.37050629,8011,20365,502,18,0.180000007,50842,50,0.079999998,2,100,82,6.150000095,80,502,24,50
80,2,2,22.40999985,74.68000031,0,13,3296,725,3,18.23466301,-66.37059784,3296,36146,278,15.30000019,0.170000002,90273,44.99000168,0.300000012,2,89.98000336,74.68000031,22.40999985,80,278,13,44.99000168
80,5,2,25.23999977,90.15000153,1,12,3182,725,3,18.26268196,-66.37049866,3182,41234,249,19.79000092,0.180000007,102921,54.97000122,0.280000001,2,109.9400024,90.15000153,25.23999977,80,249,12,54.97000122
80,6,2,30.5699997,117.5800018,1,17,7864,725,4,18.28279495,-66.37055969,7864,32090,365,2.400000095,0.02,80250,59.99000168,0.25999999,2,119.9800034,117.5800018,30.5699997,80,365,17,59.99000168
80,4,2,46.0699997,95.98000336,1,17,11169,725,4,18.27466202,-66.37058258,11169,34773,365,24,0.200000003,86866,59.99000168,0.479999989,2,119.9800034,95.98000336,46.0699997,80,365,17,59.99000168
80,2,2,-184.7799988,263.9700012,0,9,5197,725,3,18.2689991,-66.37049866,5197,44046,191,36,0.119999997,110025,99.98999786,-0.699999988,3,299.9700012,263.9700012,-184.7799988,80,191,9,99.98999786
80,5,2,38.75,113.9700012,1,29,1535,725,5,18.2308178,-66.37052155,1535,46414,627,6,0.050000001,116033,39.99000168,0.340000004,3,119.9700012,113.9700012,38.75,80,627,29,39.99000168
80,5,2,-3.650000095,63.99000168,1,41,6122,725,6,18.26138115,-66.37056732,6122,46599,917,1.980000019,0.029999999,116462,21.98999977,-0.059999999,3,65.97000122,63.99000168,-3.650000095,80,917,41,21.98999977
80,5,2,38.22999954,79.66000366,1,37,9451,725,6,18.23650742,-66.37051392,9451,48434,828,16.30999947,0.170000002,121134,31.98999977,0.479999989,3,95.97000122,79.66000366,38.22999954,80,828,37,31.98999977
80,3,2,129.3500061,293.9700012,1,9,542,725,3,18.35921478,-66.07779694,542,12827,191,6,0.02,32072,99.98999786,0.439999998,3,299.9700012,293.9700012,129.3500061,80,191,9,99.98999786
80,2,2,132.2899933,269.9700012,0,9,11329,725,3,18.29944229,-66.37052155,11329,63936,191,30,0.100000001,159828,99.98999786,0.49000001,3,299.9700012,269.9700012,132.2899933,80,191,9,99.98999786
80,6,2,76.04000092,224.9799957,1,9,3570,725,3,18.28996849,-66.37054443,3570,65030,191,74.98999786,0.25,162548,99.98999786,0.340000004,3,299.9700012,224.9799957,76.04000092,80,191,9,99.98999786
80,4,2,81.12999725,176.3699951,1,17,650,725,4,18.2275734,-66.04563141,650,18108,365,3.599999905,0.02,45253,59.99000168,0.460000008,3,179.9700012,176.3699951,81.12999725,80,365,17,59.99000168
80,2,2,43.52000046,167.3699951,0,17,9353,725,4,18.2988205,-66.37059784,9353,62571,365,12.60000038,0.07,156394,59.99000168,0.25999999,3,179.9700012,167.3699951,43.52000046,80,365,17,59.99000168
80,3,2,68.77999878,163.7700043,1,17,54,725,4,18.02538109,-66.61508179,54,17162,365,16.20000076,0.090000004,42919,59.99000168,0.419999987,3,179.9700012,163.7700043,68.77999878,80,365,17,59.99000168
80,3,2,40.49000168,161.9700012,1,17,12151,725,4,18.25048637,-66.37062836,12151,65922,365,18,0.100000001,164735,59.99000168,0.25,3,179.9700012,161.9700012,40.49000168,80,365,17,59.99000168
80,2,2,20.93000031,139.5,0,24,11329,725,5,18.29944229,-66.37052155,11329,63936,502,10.5,0.07,159829,50,0.150000006,3,150,139.5,20.93000031,80,502,24,50
80,4,2,12.19999981,107.9700012,1,29,10018,725,5,18.24069786,-66.37055969,10018,64813,627,12,0.100000001,162007,39.99000168,0.109999999,3,119.9700012,107.9700012,12.19999981,80,627,29,39.99000168
80,3,2,12.71000004,112.5,1,24,3182,725,5,18.26268196,-66.37049866,3182,67892,502,37.5,0.25,169747,50,0.109999999,3,150,112.5,12.71000004,80,502,24,50
80,6,2,7.760000229,55.40999985,1,41,4936,725,6,18.21209908,-66.37050629,4936,12525,917,10.56000042,0.159999996,31344,21.98999977,0.140000001,3,65.97000122,55.40999985,7.760000229,80,917,41,21.98999977
80,6,2,101.3899994,299.9700012,1,9,8707,725,3,18.23131371,-66.37062836,8707,5895,191,0,0,14664,99.98999786,0.340000004,3,299.9700012,299.9700012,101.3899994,80,191,9,99.98999786
80,5,2,-285.0700073,178.1699982,1,17,1025,725,4,18.29652023,-66.04867554,1025,56359,365,1.799999952,0.01,140970,59.99000168,-1.600000024,3,179.9700012,178.1699982,-285.0700073,80,365,17,59.99000168
80,4,2,42.74000168,170.9700012,1,17,8831,725,4,18.28746414,-66.37054443,8831,58613,365,9,0.050000001,146701,59.99000168,0.25,3,179.9700012,170.9700012,42.74000168,80,365,17,59.99000168
80,5,2,49.3199997,170.0700073,1,17,10679,725,4,18.29108048,-66.37050629,10679,7824,365,9.899999619,0.059999999,19564,59.99000168,0.289999992,3,179.9700012,170.0700073,49.3199997,80,365,17,59.99000168
80,5,2,80.33999634,167.3699951,1,17,5007,725,4,18.24984551,-66.37050629,5007,7814,365,12.60000038,0.07,19544,59.99000168,0.479999989,3,179.9700012,167.3699951,80.33999634,80,365,17,59.99000168
80,5,2,-26.69000053,163.7700043,1,17,5007,725,4,18.24984551,-66.37050629,5007,7814,365,16.20000076,0.090000004,19542,59.99000168,-0.159999996,3,179.9700012,163.7700043,-26.69000053,80,365,17,59.99000168
80,3,2,-117.3300018,152.9700012,1,17,9854,725,4,18.25671768,-66.37062836,9854,60807,365,27,0.150000006,152161,59.99000168,-0.769999981,3,179.9700012,152.9700012,-117.3300018,80,365,17,59.99000168
80,4,2,47.88000107,152.9700012,1,17,376,725,4,18.24754334,-66.0253067,376,53413,365,27,0.150000006,133456,59.99000168,0.310000002,3,179.9700012,152.9700012,47.88000107,80,365,17,59.99000168
80,4,2,72,150,1,24,5417,725,5,18.27673721,-66.37055206,5417,7888,502,0,0,19707,50,0.479999989,3,150,150,72,80,502,24,50
80,4,2,29.94000053,115.1699982,1,29,10759,725,5,18.2968483,-66.37050629,10759,6783,627,4.800000191,0.039999999,16956,39.99000168,0.25999999,3,119.9700012,115.1699982,29.94000053,80,627,29,39.99000168
80,4,2,23.46999931,144,1,24,8541,725,5,18.29609299,-66.37050629,8541,56973,502,6,0.039999999,142502,50,0.159999996,3,150,144,23.46999931,80,502,24,50
80,5,2,68.40000153,142.5,1,24,10679,725,5,18.29108048,-66.37050629,10679,7824,502,7.5,0.050000001,19563,50,0.479999989,3,150,142.5,68.40000153,80,502,24,50
80,6,2,43.65999985,139.5,1,24,3752,725,5,18.2105732,-66.37058258,3752,55155,502,10.5,0.07,137932,50,0.310000002,3,150,139.5,43.65999985,80,502,24,50
80,2,2,13.19999981,132,0,24,4673,725,5,18.20111656,-66.37059021,4673,5991,502,18,0.119999997,14921,50,0.100000001,3,150,132,13.19999981,80,502,24,50
80,4,2,46.20000076,132,1,24,5367,725,5,18.21469116,-66.37051392,5367,2263,502,18,0.119999997,5671,50,0.349999994,3,150,132,46.20000076,80,502,24,50
80,4,2,10.43999958,130.5,1,24,5367,725,5,18.21469116,-66.37051392,5367,2263,502,19.5,0.129999995,5669,50,0.079999998,3,150,130.5,10.43999958,80,502,24,50
80,4,2,15.56000042,124.5,1,24,10485,725,5,18.28425598,-66.37058258,10485,53403,502,25.5,0.170000002,133427,50,0.129999995,3,150,124.5,15.56000042,80,502,24,50
80,4,2,32.86000061,99.58000183,1,29,9272,725,5,18.20666885,-66.37056732,9272,51298,627,20.38999939,0.170000002,128201,39.99000168,0.330000013,3,119.9700012,99.58000183,32.86000061,80,627,29,39.99000168
84,5,4,9.600000381,240,1,24,647,725,5,18.35907555,-66.07783508,647,4919,502,10,0.039999999,12307,50,0.039999999,5,250,240,9.600000381,80,502,24,50
84,6,4,55.09000015,189.9499969,1,29,6398,725,5,18.26378822,-66.37052918,6398,52640,627,10,0.050000001,131580,39.99000168,0.289999992,5,199.9499969,189.9499969,55.09000015,80,627,29,39.99000168
84,4,4,68.58999634,188.9499969,0,29,4209,725,5,18.20330429,-66.37052155,4209,6358,627,11,0.059999999,15921,39.99000168,0.360000014,5,199.9499969,188.9499969,68.58999634,80,627,29,39.99000168
84,2,4,51.97999954,236.25,0,24,8917,725,5,18.22487068,-66.37052155,8917,57106,502,13.75,0.059999999,142841,50,0.219999999,5,250,236.25,51.97999954,80,502,24,50
84,6,4,-23.62999916,236.25,1,24,7784,725,5,18.25061035,-66.37062836,7784,6245,502,13.75,0.059999999,15634,50,-0.100000001,5,250,236.25,-23.62999916,80,502,24,50
84,2,4,66.88999939,136.5,0,29,1425,725,5,18.27340317,-66.37052155,1425,52166,642,13.5,0.090000004,130341,30,0.49000001,5,150,136.5,66.88999939,80,642,29,30
84,3,4,11.46000004,181.9499969,0,29,2737,725,5,18.29137993,-66.3705368,2737,56172,627,18,0.090000004,140494,39.99000168,0.059999999,5,199.9499969,181.9499969,11.46000004,80,627,29,39.99000168
84,5,4,22.5,225,1,24,6428,725,5,18.24738884,-66.37057495,6428,55829,502,25,0.100000001,139611,50,0.100000001,5,250,225,22.5,80,502,24,50
84,4,4,67.5,225,0,24,6543,725,5,18.27920532,-66.37055206,6543,52478,502,25,0.100000001,131161,50,0.300000012,5,250,225,67.5,80,502,24,50
84,3,4,78.27999878,173.9600067,0,29,3990,784,5,17.98249054,-66.1126709,3990,57242,627,25.98999977,0.129999995,143183,39.99000168,0.449999988,5,199.9499969,173.9600067,78.27999878,80,627,29,39.99000168
84,3,4,104.4000015,217.5,0,24,8524,725,5,18.24496079,-66.3705368,8524,3137,502,32.5,0.129999995,7805,50,0.479999989,5,250,217.5,104.4000015,80,502,24,50
84,3,4,47.84999847,217.5,0,24,9204,725,5,18.28453636,-66.37060547,9204,60127,502,32.5,0.129999995,150464,50,0.219999999,5,250,217.5,47.84999847,80,502,24,50
84,4,4,44.18999863,169.9600067,0,29,11761,725,5,18.28339195,-66.37051392,11761,3828,627,29.98999977,0.150000006,9521,39.99000168,0.25999999,5,199.9499969,169.9600067,44.18999863,80,627,29,39.99000168
84,2,4,8.5,212.5,0,24,9554,725,5,18.22172546,-66.37059021,9554,60386,502,37.5,0.150000006,151122,50,0.039999999,5,250,212.5,8.5,80,502,24,50
84,4,4,83.98000336,167.9600067,0,29,5118,725,5,18.25333214,-66.37051392,5118,973,627,31.98999977,0.159999996,2420,39.99000168,0.5,5,199.9499969,167.9600067,83.98000336,80,627,29,39.99000168
84,5,4,70.13999939,207.5,1,24,5506,725,5,18.22976875,-66.37052918,5506,57999,502,42.5,0.170000002,145119,50,0.340000004,5,250,207.5,70.13999939,80,502,24,50
84,6,4,72.62999725,207.5,1,24,1423,725,5,18.22978401,-66.37054443,1423,54585,502,42.5,0.170000002,136527,50,0.349999994,5,250,207.5,72.62999725,80,502,24,50
84,4,4,-140,200,0,24,138,725,5,18.22758102,-66.04357147,138,57598,502,50,0.200000003,144075,50,-0.699999988,5,250,200,-140,80,502,24,50
84,5,4,-32.59999847,200,1,24,6360,725,5,18.22297287,-66.37059021,6360,54274,502,50,0.200000003,135699,50,-0.159999996,5,250,200,-32.59999847,80,502,24,50
84,4,4,68.98000336,149.9600067,0,29,2053,725,5,18.24120712,-66.37050629,2053,60673,627,49.99000168,0.25,151869,39.99000168,0.460000008,5,199.9499969,149.9600067,68.98000336,80,627,29,39.99000168
84,3,4,-11.81000042,187.5,0,24,10344,795,5,18.05199051,-66.50184631,10344,59387,502,62.5,0.25,148673,50,-0.059999999,5,250,187.5,-11.81000042,80,502,24,50
84,6,4,52.5,187.5,1,24,6398,725,5,18.26378822,-66.37052918,6398,52640,502,62.5,0.25,131577,50,0.280000001,5,250,187.5,52.5,80,502,24,50
84,3,4,91.87999725,187.5,0,24,3375,725,5,18.20664215,-66.37052918,3375,10007,502,62.5,0.25,24992,50,0.49000001,5,250,187.5,91.87999725,80,502,24,50
84,5,4,29.69000053,237.5500031,1,37,1339,725,6,18.27825165,-66.37059784,1339,55984,818,2.400000095,0.01,139976,47.99000168,0.129999995,5,239.9499969,237.5500031,29.69000053,80,818,37,47.99000168
84,4,4,73.69999695,153.5500031,0,37,6543,725,6,18.27920532,-66.37055206,6543,52478,825,6.400000095,0.039999999,131164,31.98999977,0.479999989,5,159.9499969,153.5500031,73.69999695,80,825,37,31.98999977
84,6,4,-79.19000244,395.9599915,1,38,3990,784,6,17.98249054,-66.1126709,3990,58375,306,53.99000168,0.119999997,146090,89.98999786,-0.200000003,5,449.9500122,395.9599915,-79.19000244,80,306,38,89.98999786
84,4,4,34.84999847,124.4599991,0,44,7247,725,7,18.22776032,-66.37059021,7247,56448,977,25.48999977,0.170000002,141192,29.98999977,0.280000001,5,149.9499969,124.4599991,34.84999847,80,977,44,29.98999977
84,2,4,74.08999634,284.9500122,0,3,1273,725,2,18.2362442,-66.37062073,1273,8221,44,15,0.050000001,20537,59.99000168,0.25999999,5,299.9500122,284.9500122,74.08999634,80,44,3,59.99000168
84,5,4,149.9900055,499.9500122,1,9,6277,725,3,18.21949196,-66.37052918,6277,58034,191,0,0,145203,99.98999786,0.300000012,5,499.9500122,499.9500122,149.9900055,80,191,9,99.98999786
84,4,4,-18.80999947,494.9500122,0,9,7701,725,3,18.25289154,-66.37058258,7701,2203,191,5,0.01,5525,99.98999786,-0.039999999,5,499.9500122,494.9500122,-18.80999947,80,191,9,99.98999786
84,5,4,140.6399994,484.9500122,1,9,4126,725,3,18.22985077,-66.37062073,4126,53069,191,15,0.029999999,132642,99.98999786,0.289999992,5,499.9500122,484.9500122,140.6399994,80,191,9,99.98999786
84,2,4,36,479.9500122,0,9,9528,725,3,18.22190094,-66.37052155,9528,60146,191,20,0.039999999,150522,99.98999786,0.079999998,5,499.9500122,479.9500122,36,80,191,9,99.98999786
84,5,4,179.9799957,479.9500122,1,9,1853,725,3,18.26019096,-66.37052918,1853,55409,191,20,0.039999999,138585,99.98999786,0.379999995,5,499.9500122,479.9500122,179.9799957,80,191,9,99.98999786
84,4,4,-783.6699829,474.9500122,0,9,11149,725,3,18.28128624,-66.37050629,11149,8678,191,25,0.050000001,21674,99.98999786,-1.649999976,5,499.9500122,474.9500122,-783.6699829,80,191,9,99.98999786
84,6,4,199.4799957,474.9500122,1,9,5828,725,3,18.21101761,-66.37052918,5828,7980,191,25,0.050000001,19945,99.98999786,0.419999987,5,499.9500122,474.9500122,199.4799957,80,191,9,99.98999786
84,6,4,-269.9700012,449.9599915,1,9,6887,725,3,18.22019768,-66.37058258,6887,57185,191,50,0.100000001,143043,99.98999786,-0.600000024,5,499.9500122,449.9599915,-269.9700012,80,191,9,99.98999786
84,2,4,-22.5,449.9599915,0,9,4781,725,3,18.25534058,-66.37050629,4781,8636,191,50,0.100000001,21551,99.98999786,-0.050000001,5,499.9500122,449.9599915,-22.5,80,191,9,99.98999786
84,3,4,59.06000137,337.4599915,0,12,10668,725,3,18.23215866,-66.37059021,10668,61192,251,112.4899979,0.25,153077,89.98999786,0.180000007,5,449.9500122,337.4599915,59.06000137,80,251,12,89.98999786
84,2,4,140.9799957,299.9500122,0,17,5421,725,4,18.20737648,-66.37055206,5421,55876,365,0,0,139714,59.99000168,0.469999999,5,299.9500122,299.9500122,140.9799957,80,365,17,59.99000168
84,2,4,81.66000366,296.9500122,0,17,10200,725,4,18.27331543,-66.37060547,10200,53331,365,3,0.01,133251,59.99000168,0.280000001,5,299.9500122,296.9500122,81.66000366,80,365,17,59.99000168
84,6,4,18.40999985,296.9500122,1,17,11254,725,4,18.2626648,-66.3706131,11254,51725,365,3,0.01,129241,59.99000168,0.059999999,5,299.9500122,296.9500122,18.40999985,80,365,17,59.99000168
84,3,4,33.22000122,293.9500122,0,17,11106,725,4,18.26016426,-66.37059021,11106,52562,365,6,0.02,131382,59.99000168,0.109999999,5,299.9500122,293.9500122,33.22000122,80,365,17,59.99000168
