sku,national_inv,lead_time,in_transit_qty,min_bank,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,went_on_backorder
1111829,49,8,0,0,0,0.64,0.8,0,No
1111831,1,8,0,0,0,0.78,0.82,0,No
1111832,15,8,0,1,0,0,0,0,No
1111833,8,9,0,1,0,0.99,0.98,0,No
1111834,3,8,0,0,0,0.79,0.78,0,No
1111835,0,9,0,0,0,0.99,0.98,0,No
1111836,5,9,0,1,0,0.99,0.98,0,No
1111838,14,13,0,0,0,0.99,0.99,0,No
1111840,2,9,0,0,0,0.99,0.98,0,No
1111841,42,2,5,16,0,0.79,0.78,0,No
1111842,0,8,0,1,0,0.79,0.78,0,No
1111844,16,9,0,0,0,0.99,0.98,0,No
1111846,21,8,0,0,0,0.99,0.98,0,No
1111847,29,8,0,4,0,0.95,0.93,0,No
1111848,5,12,0,0,0,0.73,0.69,0,No
1111849,3,12,0,0,0,0.73,0.69,0,No
1111850,18,12,0,1,0,0.73,0.69,0,No
1111852,5,8,0,1,0,0.98,0.96,0,No
1111853,14,12,0,0,0,0.73,0.69,0,No
1111854,6,8,0,0,0,0.82,0.87,0,No
1111855,16,12,0,0,0,0.73,0.69,0,No
1111856,10,8,0,5,0,0.82,0.78,0,No
1111857,1,8,0,0,0,0.73,0.82,0,No
1111858,2,8,0,0,0,0.48,0.53,0,No
1111859,9,8,0,0,0,0.92,0.75,0,No
1111860,2,8,0,0,0,0.92,0.75,0,No
1111861,40,8,0,3,0,0.42,0.46,0,No
1111862,23,8,23,30,0,0.87,0.55,0,No
1111863,2,8,0,1,0,0.79,0.78,0,No
1111864,88,8,52,70,0,0.77,0.7,0,No
1111865,97,8,0,1,0,1,0.99,0,No
1111867,48,52,0,0,0,0.82,0.79,0,No
1111868,150,8,0,0,0,0.64,0.8,0,No
1111870,62,8,0,1,0,0.96,0.94,0,No
1111871,1345,8,0,4,0,0,0.25,0,No
1111872,6,8,0,0,0,0.89,0.88,0,No
1111873,27,8,0,0,0,0.4,0.6,0,No
1111874,4,8,0,0,0,0.92,0.75,0,No
1111875,1,8,0,0,0,0.99,0.96,0,No
1111876,185,8,0,0,0,0.81,0.83,0,No
1111878,3,8,0,0,0,0.75,0.74,0,No
1111880,122,8,3,26,0,0.91,0.9,0,No
1111881,47,8,3,23,0,0.98,0.98,0,No
1111882,1,8,0,0,0,0.78,0.82,0,No
1111883,5,8,0,0,0,0.78,0.82,0,No
1111884,0,8,0,0,0,0.82,0.78,0,No
1111886,8,8,0,4,0,0.69,0.68,0,No
1111887,9,8,0,2,0,0.98,0.96,0,No
1111889,500,2,0,0,0,0.64,0.8,0,No
1111890,6,8,0,1,0,0.43,0.46,0,No
1111891,62,8,66,34,0,0.43,0.46,0,No
1111892,4,8,4,10,0,0.43,0.46,0,No
1111893,20,8,0,7,0,0.43,0.46,0,No
1111894,5,2,0,0,0,0.66,0.6,0,No
1111895,16,2,0,0,0,0.66,0.6,0,No
1111896,26,2,0,0,0,0.66,0.6,0,No
1111897,70,2,0,0,0,0.66,0.6,0,No
1111898,166,12,10,24,0,0.89,0.71,0,No
1111899,5,2,0,0,0,0.66,0.6,0,No
1111900,1508,8,0,286,0,0.64,0.8,0,No
1111901,47,2,0,0,0,0.66,0.6,0,No
1111902,6,2,0,0,0,0.66,0.6,0,No
1111903,28,2,0,0,0,0.66,0.6,0,No
1111904,210,2,0,0,0,0.66,0.6,0,No
1111905,40,12,0,1,0,0.75,0.83,0,No
1111906,6,8,0,0,0,0.82,0.78,0,No
1111907,536,8,362,73,0,-99,-99,0,No
1111908,8,8,0,0,0,0.78,0.82,0,No
1111909,236,8,1,24,0,0.69,0.59,0,No
1111910,4,2,0,0,0,0.66,0.6,0,No
1111911,0,12,0,0,0,0.92,0.75,0,No
1111912,6847,8,60,347,0,0.69,0.59,0,No
1111913,62,2,0,0,0,0.75,0.74,0,No
1111914,9,5,0,0,0,0.64,0.67,0,No
1111915,15,2,0,0,0,0.75,0.74,0,No
1111916,1,3,0,0,0,0.99,0.98,0,No
1111917,3,12,0,0,0,0.62,0.73,0,No
1111919,151,16,0,0,0,0.76,0.63,0,No
1111920,26,8,0,2,0,0.99,0.98,0,No
1111921,13,8,0,0,0,0.89,0.88,0,No
1111922,1103,9,612,854,0,1,0.99,0,No
1111923,1,8,0,0,0,0.89,0.88,0,No
1111924,2,8,0,1,0,0.99,0.98,0,No
1111925,3,12,0,0,0,0.62,0.73,0,No
1111926,2,8,0,2,0,0.99,0.98,0,No
1111927,4,8,3,2,0,1,1,0,No
1111928,15,8,0,0,0,0.97,0.97,0,No
1111929,1,8,2,0,0,0.97,0.94,0,Yes
1111930,10,8,0,0,0,1,0.92,0,No
1111931,94,8,0,2,0,0.48,0.53,0,No
1111932,5,9,0,0,0,0.99,0.85,0,No
1111933,25,8,0,0,0,0.98,0.93,0,No
1111934,288,8,19,146,0,0.98,0.97,0,No
1111935,0,9,0,1,0,0.69,0.68,0,No
1111936,3,8,0,0,0,0,0,0,No
1111937,8,3,0,0,0,0.99,0.99,0,No
1111938,0,8,0,0,0,0.82,0.68,0,No
1111939,0,5,0,0,0,0.64,0.67,0,No
1111940,2,8,0,0,0,0.95,0.97,0,No
1111941,11,8,0,1,0,0.94,0.97,0,No
1111942,24,8,0,0,0,0.93,0.93,0,No
1111943,6,8,0,1,0,0.99,0.97,0,No
1111944,48,8,0,0,0,0.64,0.8,0,No
1111945,384,8,23,65,0,0.75,0.81,0,No
1111946,94,4,18,18,0,0.82,0.78,0,No
1111947,8,8,0,0,0,0.99,0.99,0,No
1111948,28,8,1,4,0,0.15,0.34,0,No
1111949,3,10,0,0,0,0.89,0.9,0,No
1111950,2,8,0,0,0,0.97,0.97,0,No
1111951,8,8,0,0,0,0.78,0.82,0,No
1111952,2,9,0,1,0,0.34,0.41,0,No
1111953,53,8,6,17,0,0.91,0.92,0,No
1111954,287,8,0,59,0,0.95,0.95,0,No
1111955,106,2,0,0,0,0.99,0.95,0,No
1111956,2,12,0,0,0,0.82,0.79,0,No
1111957,8,10,0,0,0,0.89,0.9,0,No
1111958,31,2,0,0,0,0.99,0.96,0,No
1111959,11,8,0,1,0,0.98,0.98,0,No
1111960,22,8,0,1,0,0.97,0.97,0,No
1111962,26,8,0,4,0,0.7,0.61,0,No
1111963,8,12,0,0,0,0.62,0.73,0,No
1111964,53,8,0,0,0,0.94,0.97,0,No
1111965,24,0,0,0,0,0.91,0.84,0,No
1111966,61,8,20,0,0,0.9,0.95,0,No
1111967,993,2,549,391,0,0.98,0.99,0,No
1111968,327,52,0,58,0,1,0.99,0,No
1111969,29,8,0,2,0,0.99,0.9,0,No
1111971,11,8,0,0,0,0.79,0.89,0,No
1111972,27,2,0,7,0,0.99,0.98,0,No
1111973,365,8,11,53,0,0.77,0.68,0,No
1111974,92,8,0,0,0,0.94,0.97,0,No
1111975,449,4,146,78,0,0.97,0.95,3,No
1111976,79,12,1,14,0,0.59,0.58,0,No
1111977,7,12,0,0,0,0.62,0.73,0,No
1111978,4,12,0,0,0,0.62,0.73,0,No
1111979,45,2,0,0,0,1,0.99,0,No
1111980,7,8,0,0,0,0.78,0.82,0,No
1111981,61,2,0,0,0,0.88,0.92,0,No
1111982,42,2,0,0,0,0.99,0.99,0,No
1111983,3,8,0,0,0,0.6,0.43,0,No
1111984,98,2,27,46,0,0.79,0.86,0,No
1111985,147,52,0,0,0,0.69,0.68,0,No
1111986,11,8,0,0,0,0.99,0.95,0,No
1111987,7,10,0,0,0,0.89,0.9,0,No
1111988,29,8,9,14,0,0.99,0.9,0,No
1111989,9,8,0,1,0,0.42,0.46,0,No
1111990,274,8,0,0,0,1,1,0,No
1111991,4,8,0,0,0,0.78,0.82,0,No
1111992,32,8,0,2,0,0.19,0.16,0,No
1111993,13,8,0,0,0,1,1,0,No
1111994,3,8,0,1,0,0.99,0.94,0,No
1111995,435,2,185,321,0,0.52,0.53,0,No
1111996,19,8,1,4,0,0.82,0.87,0,No
1111997,6,8,0,1,0,0.99,0.9,0,No
1111998,98,8,0,0,0,-99,-99,0,No
1111999,59,8,0,0,0,0.81,0.89,0,No
1112000,87,8,12,25,0,1,0.97,0,No
1112001,11,8,0,0,0,0.97,0.98,0,No
1112002,6,8,0,0,0,1,0.99,0,No
1112003,2,12,0,0,0,0.82,0.79,0,No
1112004,77,8,0,1,0,0.99,0.99,0,No
1112005,92,2,12,44,0,0.59,0.59,0,No
1112006,20,8,0,0,0,0.7,0.74,0,No
1112007,36,2,6,5,0,0.97,0.97,0,No
1112010,2,8,0,0,0,0.77,0.72,0,No
1112011,2,12,0,0,0,0.82,0.79,0,No
1112012,1048,8,0,0,0,0.96,0.94,0,No
1112013,2,8,0,0,0,0.78,0.82,0,No
1112014,2,2,17,1,0,0.88,0.89,0,No
1112015,1584,2,336,642,0,0.94,0.88,0,No
1112016,7,8,0,0,0,-99,-99,0,No
1112017,7,9,0,0,0,0.86,0.69,0,No
1112018,8,2,0,0,0,1,1,0,No
1112019,165,2,0,0,0,0.93,0.95,0,No
1112020,4,8,0,1,0,0.95,0.97,0,No
1112021,119,8,0,3,0,0.98,0.98,0,No
1112022,152,2,0,0,0,0.76,0.85,0,No
1112023,120,8,0,0,0,0.94,0.97,0,No
1112024,4,8,0,0,0,0.6,0.43,0,No
1112025,15,8,0,0,0,-99,-99,0,No
1112026,112,2,17,48,0,0.94,0.97,0,No
1112027,78,14,0,0,0,0.92,0.95,0,No
1112028,234,8,3,28,0,0.99,0.99,0,No
1112029,146,8,4,53,0,0.92,0.93,0,No
1112030,1482,8,1,53,0,0.96,0.93,0,No
1112031,-1,12,0,0,0,0.82,0.79,1,No
1112032,4,8,0,0,0,0.96,0.96,0,No
1112033,8,2,0,1,0,0.99,0.99,0,No
1112034,2,12,0,0,0,0.82,0.79,0,No
1112035,2,12,0,0,0,0.82,0.79,0,No
1112036,5,8,0,0,0,0.99,0.9,0,No
1112037,1,12,0,0,0,0.82,0.79,0,No
1112038,15,8,0,0,0,0.95,0.97,0,No
1112039,2,9,0,1,0,0.34,0.41,0,No
1112040,11,8,0,0,0,0.65,0.81,0,No
1112041,27,9,0,0,0,0.98,0.98,0,No
1112042,10,2,0,0,0,0.89,0.95,0,No
1112043,14,8,0,0,0,0.18,0.18,0,No
1112044,9,12,0,0,0,0.82,0.79,0,No
1112045,35,9,0,0,0,0.94,0.91,0,No
1112046,1,4,0,0,0,0.82,0.79,0,No
1112047,575,8,0,1,0,0.98,0.99,0,No
1112048,10,9,0,0,0,0.99,0.99,0,No
1112049,5,8,0,0,0,0.92,0.93,0,No
1112050,14,8,0,0,0,0.48,0.39,0,No
1112051,2,12,0,0,0,0.82,0.79,0,No
1112052,10,8,0,0,0,0.78,0.82,0,No
1112053,5,8,0,0,0,1,0.96,0,No
1112054,15,2,0,0,0,0.84,0.71,0,No
1112055,34,8,0,0,0,1,1,0,No
1112056,8,9,0,0,0,0.69,0.68,0,No
1112057,10,9,0,0,0,0.69,0.68,0,No
1112058,12,9,0,2,0,0.69,0.68,0,No
1112059,0,8,0,0,0,0.6,0.54,0,No
1112060,32,2,5,18,0,1,0.99,0,No
1112061,54,10,12,38,0,0.85,0.88,0,No
1112068,55,8,0,3,0,0.91,0.96,0,No
1112069,15,15,0,0,0,0.84,0.93,0,No
1112070,13,8,0,0,0,0.96,0.88,0,No
1112071,366,8,0,0,0,0.79,0.61,0,No
1112073,20,10,0,0,0,0.89,0.9,0,No
1112074,22,8,0,7,0,0.98,0.95,0,No
1112075,14,8,0,0,0,0.99,0.97,0,No
1112076,60,8,0,0,0,0.82,0.79,0,No
1112077,10,10,0,0,0,0.89,0.9,0,No
1112078,12,8,0,32,0,0.85,0.94,0,No
1112079,3,8,0,0,0,0.78,0.82,0,No
1112080,9,8,0,0,0,0.09,0.06,0,No
1112081,3,2,0,1,0,0.98,0.95,0,No
1112082,2,8,0,0,0,0.96,0.97,0,No
1112083,9,8,0,0,0,0.89,0.54,0,No
1112084,9,10,0,0,0,0.89,0.9,0,No
1112085,4,8,0,0,0,0.78,0.82,0,No
1112086,10,10,0,0,0,0.89,0.9,0,No
1112087,1,8,0,0,0,0.89,0.88,0,No
1112088,2,8,0,0,0,0.89,0.88,0,No
1112089,75,8,0,0,0,0.75,0.81,0,No
1112090,0,8,0,0,0,0.46,0.35,0,No
1112092,2,8,0,0,0,0.97,0.97,0,No
1112093,21,4,0,0,0,0.62,0.73,0,No
1112094,3,8,0,0,0,0.78,0.82,0,No
1112095,2,12,0,0,0,0.05,0.24,0,No
1112096,45,8,0,22,0,0.98,0.95,0,No
1112097,13,8,0,0,0,0.09,0.06,0,No
1112098,92,4,0,1,0,0.82,0.87,0,No
1112099,65,8,0,0,0,1,1,0,No
1112100,9,8,0,0,0,0.95,0.97,0,No
1112101,2,10,0,0,0,0.89,0.9,0,No
1112102,1,8,0,0,0,0.89,0.88,0,No
1112103,440,12,0,0,0,1,0.99,0,No
1112104,3,2,0,0,0,1,0.99,0,No
1112105,3,8,0,0,0,0.79,0.89,0,No
1112106,2,2,0,0,0,1,0.98,0,No
1112107,12,12,0,0,0,0.82,0.79,0,No
1112108,13,8,0,1,0,1,0.99,0,No
1112109,1,8,0,0,0,0.46,0.35,0,No
1112110,48,8,0,1,0,0.98,0.93,0,No
1112111,1465,2,664,718,0,1,1,0,No
1112112,61,8,0,1,0,0.99,0.99,0,No
1112113,11,2,0,0,0,0.99,0.99,0,No
1112114,16,8,0,0,0,1,0.99,0,No
1112115,9,8,0,1,0,0.79,0.91,0,No
1112116,1,12,0,0,0,0.82,0.79,0,No
1112117,5,8,0,0,0,0.99,0.96,0,No
1112118,36,4,0,0,0,1,1,0,No
1112119,11,12,0,0,0,1,0.99,0,No
1112120,3,8,0,0,0,1,0.99,0,No
1112121,2,12,0,0,0,0.82,0.79,0,No
1112122,3,12,0,0,0,0.62,0.73,0,No
1112123,2,8,0,0,0,0.83,0.71,0,No
1112124,2,8,0,0,0,0.46,0.35,0,No
1112125,3,12,0,0,0,0.62,0.73,0,No
1112126,25,8,0,1,0,0.93,0.95,0,No
1112127,123,2,31,46,0,0.99,0.9,0,No
1112128,12,9,0,0,0,0.99,0.96,0,No
1112129,22,8,0,0,0,0.76,0.85,0,No
1112130,7,8,0,0,0,0.15,0.34,0,No
1112131,0,10,0,0,0,0.85,0.88,0,No
1112132,35,2,0,1,0,0.99,0.99,0,No
1112133,4,8,0,2,0,0.1,0.13,0,No
1112134,7,4,0,0,0,0.69,0.68,0,No
1112135,0,8,0,0,0,0.46,0.35,0,No
1112136,5,8,0,0,0,0.78,0.82,0,No
1112137,11,2,0,0,0,1,0.96,0,No
1112138,118,2,0,60,0,0.98,0.98,0,No
1112139,47,8,0,0,0,0.61,0.62,0,No
1112140,9,2,0,2,0,1,0.98,0,No
1112141,631,8,0,14,0,0.92,0.95,0,No
1112142,566,8,0,8,0,0.86,0.9,0,No
1112143,22,9,0,0,0,0.91,0.74,0,No
1112144,12,9,0,0,0,0.91,0.74,0,No
1112145,0,8,0,1,0,0.99,0.98,0,No
1112146,276,2,11,4,0,0.94,0.97,0,No
1112147,0,16,0,1,0,0.44,0.46,0,No
1112148,43,2,0,0,0,0.98,0.98,0,No
